code_insee;ville_1;ville_2;similarité
01001;L'ABERGEMENT-CLEMENCIAT;ABERGEMENT-CLEMENCIAT(L');87.5
01001;L'ABERGEMENT-CLEMENCIAT;L ABERGEMENT CLEMENCIAT;91.30434782608697
01001;L'ABERGEMENT-CLEMENCIAT;L'ABERGEMENT-CLEMENCIA;97.77777777777777
01001;L'ABERGEMENT-CLEMENCIAT;ABERGEMENT CLEMENCIAT;90.9090909090909
01001;L'ABERGEMENT-CLEMENCIAT;ABERGEMENT-CLEMENCIA;93.02325581395348
01001;L'ABERGEMENT-CLEMENCIAT;L'ABERGEMENT CLEMENCIA;93.33333333333333
01001;L'ABERGEMENT-CLEMENCIAT;L'ABERGEMENT CLEMENCIAT;95.65217391304348
01001;L'ABERGEMENT-CLEMENCIAT;L ABERGEMENT CLEMENCIA;88.88888888888889
01001;L'ABERGEMENT-CLEMENCIAT;L ABERGEMENT-CLEMENCIAT;95.65217391304348
01001;L'ABERGEMENT-CLEMENCIAT;ABERGEMENT CLEMENCIA;88.37209302325581
01001;L'ABERGEMENT-CLEMENCIAT;ABERGEMENT-CLEMENCIAT;95.45454545454545
01001;ABERGEMENT-CLEMENCIAT(L');L ABERGEMENT CLEMENCIAT;83.33333333333334
01001;ABERGEMENT-CLEMENCIAT(L');L'ABERGEMENT-CLEMENCIA;85.1063829787234
01001;ABERGEMENT-CLEMENCIAT(L');ABERGEMENT CLEMENCIAT;86.95652173913044
01001;ABERGEMENT-CLEMENCIAT(L');ABERGEMENT-CLEMENCIA;88.88888888888889
01001;ABERGEMENT-CLEMENCIAT(L');L'ABERGEMENT CLEMENCIA;80.85106382978724
01001;ABERGEMENT-CLEMENCIAT(L');L'ABERGEMENT CLEMENCIAT;83.33333333333334
01001;ABERGEMENT-CLEMENCIAT(L');L ABERGEMENT CLEMENCIA;80.85106382978724
01001;ABERGEMENT-CLEMENCIAT(L');L ABERGEMENT-CLEMENCIAT;87.5
01001;ABERGEMENT-CLEMENCIAT(L');ABERGEMENT CLEMENCIA;84.44444444444444
01001;ABERGEMENT-CLEMENCIAT(L');ABERGEMENT-CLEMENCIAT;91.30434782608697
01001;L ABERGEMENT CLEMENCIAT;L'ABERGEMENT-CLEMENCIA;88.88888888888889
01001;L ABERGEMENT CLEMENCIAT;ABERGEMENT CLEMENCIAT;95.45454545454545
01001;L ABERGEMENT CLEMENCIAT;ABERGEMENT-CLEMENCIA;88.37209302325581
01001;L ABERGEMENT CLEMENCIAT;L'ABERGEMENT CLEMENCIA;93.33333333333333
01001;L ABERGEMENT CLEMENCIAT;L'ABERGEMENT CLEMENCIAT;95.65217391304348
01001;L ABERGEMENT CLEMENCIAT;L ABERGEMENT CLEMENCIA;97.77777777777777
01001;L ABERGEMENT CLEMENCIAT;L ABERGEMENT-CLEMENCIAT;95.65217391304348
01001;L ABERGEMENT CLEMENCIAT;ABERGEMENT CLEMENCIA;93.02325581395348
01001;L ABERGEMENT CLEMENCIAT;ABERGEMENT-CLEMENCIAT;90.9090909090909
01001;L'ABERGEMENT-CLEMENCIA;ABERGEMENT CLEMENCIAT;88.37209302325581
01001;L'ABERGEMENT-CLEMENCIA;ABERGEMENT-CLEMENCIA;95.23809523809523
01001;L'ABERGEMENT-CLEMENCIA;L'ABERGEMENT CLEMENCIA;95.45454545454545
01001;L'ABERGEMENT-CLEMENCIA;L'ABERGEMENT CLEMENCIAT;93.33333333333333
01001;L'ABERGEMENT-CLEMENCIA;L ABERGEMENT CLEMENCIA;90.9090909090909
01001;L'ABERGEMENT-CLEMENCIA;L ABERGEMENT-CLEMENCIAT;93.33333333333333
01001;L'ABERGEMENT-CLEMENCIA;ABERGEMENT CLEMENCIA;90.47619047619048
01001;L'ABERGEMENT-CLEMENCIA;ABERGEMENT-CLEMENCIAT;93.02325581395348
01001;ABERGEMENT CLEMENCIAT;ABERGEMENT-CLEMENCIA;92.6829268292683
01001;ABERGEMENT CLEMENCIAT;L'ABERGEMENT CLEMENCIA;93.02325581395348
01001;ABERGEMENT CLEMENCIAT;L'ABERGEMENT CLEMENCIAT;95.45454545454545
01001;ABERGEMENT CLEMENCIAT;L ABERGEMENT CLEMENCIA;93.02325581395348
01001;ABERGEMENT CLEMENCIAT;L ABERGEMENT-CLEMENCIAT;90.9090909090909
01001;ABERGEMENT CLEMENCIAT;ABERGEMENT CLEMENCIA;97.5609756097561
01001;ABERGEMENT CLEMENCIAT;ABERGEMENT-CLEMENCIAT;95.23809523809523
01001;ABERGEMENT-CLEMENCIA;L'ABERGEMENT CLEMENCIA;90.47619047619048
01001;ABERGEMENT-CLEMENCIA;L'ABERGEMENT CLEMENCIAT;88.37209302325581
01001;ABERGEMENT-CLEMENCIA;L ABERGEMENT CLEMENCIA;90.47619047619048
01001;ABERGEMENT-CLEMENCIA;L ABERGEMENT-CLEMENCIAT;93.02325581395348
01001;ABERGEMENT-CLEMENCIA;ABERGEMENT CLEMENCIA;95.0
01001;ABERGEMENT-CLEMENCIA;ABERGEMENT-CLEMENCIAT;97.5609756097561
01001;L'ABERGEMENT CLEMENCIA;L'ABERGEMENT CLEMENCIAT;97.77777777777777
01001;L'ABERGEMENT CLEMENCIA;L ABERGEMENT CLEMENCIA;95.45454545454545
01001;L'ABERGEMENT CLEMENCIA;L ABERGEMENT-CLEMENCIAT;88.88888888888889
01001;L'ABERGEMENT CLEMENCIA;ABERGEMENT CLEMENCIA;95.23809523809523
01001;L'ABERGEMENT CLEMENCIA;ABERGEMENT-CLEMENCIAT;88.37209302325581
01001;L'ABERGEMENT CLEMENCIAT;L ABERGEMENT CLEMENCIA;93.33333333333333
01001;L'ABERGEMENT CLEMENCIAT;L ABERGEMENT-CLEMENCIAT;91.30434782608697
01001;L'ABERGEMENT CLEMENCIAT;ABERGEMENT CLEMENCIA;93.02325581395348
01001;L'ABERGEMENT CLEMENCIAT;ABERGEMENT-CLEMENCIAT;90.9090909090909
01001;L ABERGEMENT CLEMENCIA;L ABERGEMENT-CLEMENCIAT;93.33333333333333
01001;L ABERGEMENT CLEMENCIA;ABERGEMENT CLEMENCIA;95.23809523809523
01001;L ABERGEMENT CLEMENCIA;ABERGEMENT-CLEMENCIAT;88.37209302325581
01001;L ABERGEMENT-CLEMENCIAT;ABERGEMENT CLEMENCIA;88.37209302325581
01001;L ABERGEMENT-CLEMENCIAT;ABERGEMENT-CLEMENCIAT;95.45454545454545
01001;ABERGEMENT CLEMENCIA;ABERGEMENT-CLEMENCIAT;92.6829268292683
01002;L'ABERGEMENT-DE-VAREY;ABERGEMENT-DE-VAREY(L');86.36363636363636
01002;L'ABERGEMENT-DE-VAREY;L ABERGEMENT DE VAREY;85.71428571428572
01002;L'ABERGEMENT-DE-VAREY;L ABERGEMENT-DE-VAREY;95.23809523809523
01002;L'ABERGEMENT-DE-VAREY;ABERGEMENT DE VAREY;85.0
01002;L'ABERGEMENT-DE-VAREY;L'ABERGEMENT DE VAREY;90.47619047619048
01002;L'ABERGEMENT-DE-VAREY;ABERGEMENT-DE-VAREY;95.0
01002;ABERGEMENT-DE-VAREY(L');L ABERGEMENT DE VAREY;77.27272727272727
01002;ABERGEMENT-DE-VAREY(L');L ABERGEMENT-DE-VAREY;86.36363636363636
01002;ABERGEMENT-DE-VAREY(L');ABERGEMENT DE VAREY;80.95238095238095
01002;ABERGEMENT-DE-VAREY(L');L'ABERGEMENT DE VAREY;77.27272727272727
01002;ABERGEMENT-DE-VAREY(L');ABERGEMENT-DE-VAREY;90.47619047619048
01002;L ABERGEMENT DE VAREY;L ABERGEMENT-DE-VAREY;90.47619047619048
01002;L ABERGEMENT DE VAREY;ABERGEMENT DE VAREY;95.0
01002;L ABERGEMENT DE VAREY;L'ABERGEMENT DE VAREY;95.23809523809523
01002;L ABERGEMENT DE VAREY;ABERGEMENT-DE-VAREY;85.0
01002;L ABERGEMENT-DE-VAREY;ABERGEMENT DE VAREY;85.0
01002;L ABERGEMENT-DE-VAREY;L'ABERGEMENT DE VAREY;85.71428571428572
01002;L ABERGEMENT-DE-VAREY;ABERGEMENT-DE-VAREY;95.0
01002;ABERGEMENT DE VAREY;L'ABERGEMENT DE VAREY;95.0
01002;ABERGEMENT DE VAREY;ABERGEMENT-DE-VAREY;89.47368421052632
01002;L'ABERGEMENT DE VAREY;ABERGEMENT-DE-VAREY;85.0
01004;AMBERIEU-EN-BUGEY;AMBERIEU EN BUGEY;88.23529411764706
01004;AMBERIEU-EN-BUGEY;AMBERIEU;64.0
01004;AMBERIEU-EN-BUGEY;D'AMBERIEU-EN-BUGEY;94.44444444444444
01004;AMBERIEU-EN-BUGEY;AMBERIEU EN  BUGEY;85.71428571428572
01004;AMBERIEU EN BUGEY;AMBERIEU;64.0
01004;AMBERIEU EN BUGEY;D'AMBERIEU-EN-BUGEY;83.33333333333334
01004;AMBERIEU EN BUGEY;AMBERIEU EN  BUGEY;97.14285714285714
01004;AMBERIEU;D'AMBERIEU-EN-BUGEY;59.25925925925925
01004;AMBERIEU;AMBERIEU EN  BUGEY;61.53846153846154
01004;D'AMBERIEU-EN-BUGEY;AMBERIEU EN  BUGEY;81.08108108108108
01005;AMBERIEUX-EN-DOMBES;AMBERIEUX EN DOMBES;89.47368421052632
01009;ANDERT-ET-CONDON;ANDERT CONDON;82.75862068965517
01009;ANDERT-ET-CONDON;ANDERT-CONDON;89.65517241379311
01009;ANDERT-ET-CONDON;ANDERT ET CONDON;87.5
01009;ANDERT CONDON;ANDERT-CONDON;92.3076923076923
01009;ANDERT CONDON;ANDERT ET CONDON;89.65517241379311
01009;ANDERT-CONDON;ANDERT ET CONDON;82.75862068965517
01015;ARBOYS EN BUGEY;ARBIGNIEU;41.666666666666664
01021;ARS-SUR-FORMANS;ARS;33.333333333333336
01021;ARS-SUR-FORMANS;ARS SUR FORMANS;86.66666666666667
01021;ARS;ARS SUR FORMANS;33.333333333333336
01023;ASNIERES-SUR-SAONE;ASNIERES SUR SAONE;88.88888888888889
01025;BAGE-DOMMARTIN;BAGE-LA-VILLE;51.85185185185186
01025;BAGE-DOMMARTIN;BAGE LA VILLE;44.44444444444444
01025;BAGE-LA-VILLE;BAGE LA VILLE;84.61538461538461
01026;BAGE-LE-CHATEL;BAGE LE CHATEL;85.71428571428572
01033;VALSERHONE;BELLEGARDE-SUR-VALSERINE;47.05882352941176
01033;VALSERHONE;BELLEGARDE SUR VALSERINE;47.05882352941176
01033;VALSERHONE;BELLEGARDE;40.0
01033;VALSERHONE;BELLEGARDE SUR VALSERIE;42.42424242424242
01033;VALSERHONE;BELLEGARDE-SUR-VALSERINE, SECT;40.0
01033;VALSERHONE;BELLEGARDE-SUR VALSERINE;47.05882352941176
01033;VALSERHONE;BELLEGARDE VALSERINE;53.333333333333336
01033;VALSERHONE;COUPY;13.33333333333333
01033;VALSERHONE;ARLOD;40.0
01033;BELLEGARDE-SUR-VALSERINE;BELLEGARDE SUR VALSERINE;91.66666666666666
01033;BELLEGARDE-SUR-VALSERINE;BELLEGARDE;58.82352941176471
01033;BELLEGARDE-SUR-VALSERINE;BELLEGARDE SUR VALSERIE;89.36170212765957
01033;BELLEGARDE-SUR-VALSERINE;BELLEGARDE-SUR-VALSERINE, SECT;88.88888888888889
01033;BELLEGARDE-SUR-VALSERINE;BELLEGARDE-SUR VALSERINE;95.83333333333334
01033;BELLEGARDE-SUR-VALSERINE;BELLEGARDE VALSERINE;86.36363636363636
01033;BELLEGARDE-SUR-VALSERINE;COUPY;6.896551724137934
01033;BELLEGARDE-SUR-VALSERINE;ARLOD;20.68965517241379
01033;BELLEGARDE SUR VALSERINE;BELLEGARDE;58.82352941176471
01033;BELLEGARDE SUR VALSERINE;BELLEGARDE SUR VALSERIE;97.87234042553192
01033;BELLEGARDE SUR VALSERINE;BELLEGARDE-SUR-VALSERINE, SECT;81.4814814814815
01033;BELLEGARDE SUR VALSERINE;BELLEGARDE-SUR VALSERINE;95.83333333333334
01033;BELLEGARDE SUR VALSERINE;BELLEGARDE VALSERINE;90.9090909090909
01033;BELLEGARDE SUR VALSERINE;COUPY;6.896551724137934
01033;BELLEGARDE SUR VALSERINE;ARLOD;20.68965517241379
01033;BELLEGARDE;BELLEGARDE SUR VALSERIE;60.60606060606061
01033;BELLEGARDE;BELLEGARDE-SUR-VALSERINE, SECT;50.0
01033;BELLEGARDE;BELLEGARDE-SUR VALSERINE;58.82352941176471
01033;BELLEGARDE;BELLEGARDE VALSERINE;66.66666666666667
01033;BELLEGARDE;COUPY;0.0
01033;BELLEGARDE;ARLOD;40.0
01033;BELLEGARDE SUR VALSERIE;BELLEGARDE-SUR-VALSERINE, SECT;79.24528301886792
01033;BELLEGARDE SUR VALSERIE;BELLEGARDE-SUR VALSERINE;93.61702127659575
01033;BELLEGARDE SUR VALSERIE;BELLEGARDE VALSERINE;88.37209302325581
01033;BELLEGARDE SUR VALSERIE;COUPY;7.14285714285714
01033;BELLEGARDE SUR VALSERIE;ARLOD;21.42857142857143
01033;BELLEGARDE-SUR-VALSERINE, SECT;BELLEGARDE-SUR VALSERINE;85.18518518518519
01033;BELLEGARDE-SUR-VALSERINE, SECT;BELLEGARDE VALSERINE;76.0
01033;BELLEGARDE-SUR-VALSERINE, SECT;COUPY;5.714285714285716
01033;BELLEGARDE-SUR-VALSERINE, SECT;ARLOD;17.14285714285714
01033;BELLEGARDE-SUR VALSERINE;BELLEGARDE VALSERINE;90.9090909090909
01033;BELLEGARDE-SUR VALSERINE;COUPY;6.896551724137934
01033;BELLEGARDE-SUR VALSERINE;ARLOD;20.68965517241379
01033;BELLEGARDE VALSERINE;COUPY;0.0
01033;BELLEGARDE VALSERINE;ARLOD;24.0
01033;COUPY;ARLOD;19.999999999999996
01036;VALROMEY-SUR-SERAN;BELMONT-LUTHEZIEU;28.57142857142857
01036;VALROMEY-SUR-SERAN;BELMONT LUTHEZIEU;22.857142857142854
01036;VALROMEY-SUR-SERAN;BELMONT- LUTHEZIEU;27.77777777777778
01036;VALROMEY-SUR-SERAN;BELMONT.LUTHEZIEU;22.857142857142854
01036;VALROMEY-SUR-SERAN;LUTHEZIEU;22.22222222222222
01036;BELMONT-LUTHEZIEU;BELMONT LUTHEZIEU;94.11764705882352
01036;BELMONT-LUTHEZIEU;BELMONT- LUTHEZIEU;97.14285714285714
01036;BELMONT-LUTHEZIEU;BELMONT.LUTHEZIEU;94.11764705882352
01036;BELMONT-LUTHEZIEU;LUTHEZIEU;69.23076923076923
01036;BELMONT LUTHEZIEU;BELMONT- LUTHEZIEU;97.14285714285714
01036;BELMONT LUTHEZIEU;BELMONT.LUTHEZIEU;94.11764705882352
01036;BELMONT LUTHEZIEU;LUTHEZIEU;69.23076923076923
01036;BELMONT- LUTHEZIEU;BELMONT.LUTHEZIEU;91.42857142857143
01036;BELMONT- LUTHEZIEU;LUTHEZIEU;66.66666666666667
01036;BELMONT.LUTHEZIEU;LUTHEZIEU;69.23076923076923
01040;BEREZIAT;BEREYZIAT;94.11764705882352
01049;LA BOISSE;BOISSE(LA);63.1578947368421
01049;LA BOISSE;BOISSE;80.0
01049;BOISSE(LA);BOISSE;75.0
01053;BOURG-EN-BRESSE;BOURG;50.0
01053;BOURG-EN-BRESSE;BOURG EN BRESSE;86.66666666666667
01053;BOURG-EN-BRESSE;BOURG EN BRESSE*;83.87096774193549
01053;BOURG-EN-BRESSE;BOURG - EN - BRESSE;88.23529411764706
01053;BOURG-EN-BRESSE;BOURG EN  BRESSE;83.87096774193549
01053;BOURG-EN-BRESSE;A BOURG EN BRESSE;81.25
01053;BOURG;BOURG EN BRESSE;50.0
01053;BOURG;BOURG EN BRESSE*;47.61904761904761
01053;BOURG;BOURG - EN - BRESSE;41.666666666666664
01053;BOURG;BOURG EN  BRESSE;47.61904761904761
01053;BOURG;A BOURG EN BRESSE;45.45454545454546
01053;BOURG EN BRESSE;BOURG EN BRESSE*;96.7741935483871
01053;BOURG EN BRESSE;BOURG - EN - BRESSE;88.23529411764706
01053;BOURG EN BRESSE;BOURG EN  BRESSE;96.7741935483871
01053;BOURG EN BRESSE;A BOURG EN BRESSE;93.75
01053;BOURG EN BRESSE*;BOURG - EN - BRESSE;85.71428571428572
01053;BOURG EN BRESSE*;BOURG EN  BRESSE;93.75
01053;BOURG EN BRESSE*;A BOURG EN BRESSE;90.9090909090909
01053;BOURG - EN - BRESSE;BOURG EN  BRESSE;91.42857142857143
01053;BOURG - EN - BRESSE;A BOURG EN BRESSE;83.33333333333334
01053;BOURG EN  BRESSE;A BOURG EN BRESSE;90.9090909090909
01054;BOURG-SAINT-CHRISTOPHE;BOURG ST CHRISTOPHE;82.92682926829268
01054;BOURG-SAINT-CHRISTOPHE;BOURG SAINT CHRISTOPHE;90.9090909090909
01054;BOURG ST CHRISTOPHE;BOURG SAINT CHRISTOPHE;92.6829268292683
01056;BOYEUX-SAINT-JEROME;BOYEUX SAINT JEROME;89.47368421052632
01056;BOYEUX-SAINT-JEROME;BOYEUX ST JEROME;80.0
01056;BOYEUX-SAINT-JEROME;BOYEUX-SAINT JEROME;94.73684210526316
01056;BOYEUX-SAINT-JEROME;BOYEUX-ST JEROME;85.71428571428572
01056;BOYEUX SAINT JEROME;BOYEUX ST JEROME;91.42857142857143
01056;BOYEUX SAINT JEROME;BOYEUX-SAINT JEROME;94.73684210526316
01056;BOYEUX SAINT JEROME;BOYEUX-ST JEROME;85.71428571428572
01056;BOYEUX ST JEROME;BOYEUX-SAINT JEROME;85.71428571428572
01056;BOYEUX ST JEROME;BOYEUX-ST JEROME;93.75
01056;BOYEUX-SAINT JEROME;BOYEUX-ST JEROME;91.42857142857143
01058;BREGNIER-CORDON;BREGNIER CORDON;93.33333333333333
01066;LA BURBANCHE;BURBANCHE(LA);72.0
01066;LA BURBANCHE;BURBANCHE;85.71428571428572
01066;BURBANCHE(LA);BURBANCHE;81.81818181818181
01077;CHALLES-LA-MONTAGNE;CHALLES;53.84615384615385
01077;CHALLES-LA-MONTAGNE;CHALLES- LA-MONTAGNE;97.43589743589743
01077;CHALLES-LA-MONTAGNE;CHALLES LA MONTAGNE;89.47368421052632
01077;CHALLES;CHALLES- LA-MONTAGNE;51.85185185185186
01077;CHALLES;CHALLES LA MONTAGNE;53.84615384615385
01077;CHALLES- LA-MONTAGNE;CHALLES LA MONTAGNE;92.3076923076923
01079;CHAMPAGNE-EN-VALROMEY;CHAMPAGNE EN VALROMEY;90.47619047619048
01079;CHAMPAGNE-EN-VALROMEY;CHAMPAGNE;60.0
01079;CHAMPAGNE-EN-VALROMEY;LILIGNOD;20.68965517241379
01079;CHAMPAGNE-EN-VALROMEY;PASSIN;22.22222222222222
01079;CHAMPAGNE EN VALROMEY;CHAMPAGNE;60.0
01079;CHAMPAGNE EN VALROMEY;LILIGNOD;20.68965517241379
01079;CHAMPAGNE EN VALROMEY;PASSIN;22.22222222222222
01079;CHAMPAGNE;LILIGNOD;23.529411764705888
01079;CHAMPAGNE;PASSIN;40.0
01079;LILIGNOD;PASSIN;28.57142857142857
01080;CHAMPDOR-CORCELLES;CHAMPDOR;61.53846153846154
01084;CHANOZ-CHATENAY;CHANOZ CHATENAY;93.33333333333333
01085;LA CHAPELLE-DU-CHATELARD;CHAPELLE-DU-CHATELARD(LA);85.71428571428572
01085;LA CHAPELLE-DU-CHATELARD;LA CHAPELLE DU CHATELARD;91.66666666666666
01085;LA CHAPELLE-DU-CHATELARD;LA CHAPELLE AU CHATELARD;87.5
01085;LA CHAPELLE-DU-CHATELARD;CHAPELLE-DU-CHATELARD;93.33333333333333
01085;CHAPELLE-DU-CHATELARD(LA);LA CHAPELLE DU CHATELARD;77.55102040816327
01085;CHAPELLE-DU-CHATELARD(LA);LA CHAPELLE AU CHATELARD;73.46938775510203
01085;CHAPELLE-DU-CHATELARD(LA);CHAPELLE-DU-CHATELARD;91.30434782608697
01085;LA CHAPELLE DU CHATELARD;LA CHAPELLE AU CHATELARD;95.83333333333334
01085;LA CHAPELLE DU CHATELARD;CHAPELLE-DU-CHATELARD;84.44444444444444
01085;LA CHAPELLE AU CHATELARD;CHAPELLE-DU-CHATELARD;80.0
01088;CHARNOZ-SUR-AIN;CHARNOZ SUR AIN;86.66666666666667
01088;CHARNOZ-SUR-AIN;CHARNOZ;63.63636363636363
01088;CHARNOZ SUR AIN;CHARNOZ;63.63636363636363
01089;CHATEAU-GAILLARD;CHATEAU GAILLARD;93.75
01089;CHATEAU-GAILLARD;CHATEAU - GAILLARD;94.11764705882352
01089;CHATEAU GAILLARD;CHATEAU - GAILLARD;94.11764705882352
01091;CHATILLON-EN-MICHAILLE;CHATILLON-DE-MICHAILLE;95.45454545454545
01091;CHATILLON-EN-MICHAILLE;CHATILLON EN MICHAILLLE;88.88888888888889
01091;CHATILLON-EN-MICHAILLE;CHATILLON EN MICHAILLE;90.9090909090909
01091;CHATILLON-EN-MICHAILLE;CHATILLON DE MICHAILLE;86.36363636363636
01091;CHATILLON-EN-MICHAILLE;VOUVRAY;13.793103448275868
01091;CHATILLON-EN-MICHAILLE;OCHIAZ;28.57142857142857
01091;CHATILLON-DE-MICHAILLE;CHATILLON EN MICHAILLLE;84.44444444444444
01091;CHATILLON-DE-MICHAILLE;CHATILLON EN MICHAILLE;86.36363636363636
01091;CHATILLON-DE-MICHAILLE;CHATILLON DE MICHAILLE;90.9090909090909
01091;CHATILLON-DE-MICHAILLE;VOUVRAY;13.793103448275868
01091;CHATILLON-DE-MICHAILLE;OCHIAZ;28.57142857142857
01091;CHATILLON EN MICHAILLLE;CHATILLON EN MICHAILLE;97.77777777777777
01091;CHATILLON EN MICHAILLLE;CHATILLON DE MICHAILLE;93.33333333333333
01091;CHATILLON EN MICHAILLLE;VOUVRAY;13.33333333333333
01091;CHATILLON EN MICHAILLLE;OCHIAZ;27.586206896551722
01091;CHATILLON EN MICHAILLE;CHATILLON DE MICHAILLE;95.45454545454545
01091;CHATILLON EN MICHAILLE;VOUVRAY;13.793103448275868
01091;CHATILLON EN MICHAILLE;OCHIAZ;28.57142857142857
01091;CHATILLON DE MICHAILLE;VOUVRAY;13.793103448275868
01091;CHATILLON DE MICHAILLE;OCHIAZ;28.57142857142857
01091;VOUVRAY;OCHIAZ;30.76923076923077
01092;CHATILLON-LA-PALUD;CHATILLON LA PALUD;88.88888888888889
01093;CHATILLON-SUR-CHALARONNE;CHATILLON SUR CHALARONNE;91.66666666666666
01093;CHATILLON-SUR-CHALARONNE;CHATILLON-CHALARONNE;90.9090909090909
01093;CHATILLON-SUR-CHALARONNE;CHATILLON SUR  CHALARONNE;89.79591836734694
01093;CHATILLON SUR CHALARONNE;CHATILLON-CHALARONNE;86.36363636363636
01093;CHATILLON SUR CHALARONNE;CHATILLON SUR  CHALARONNE;97.95918367346938
01093;CHATILLON-CHALARONNE;CHATILLON SUR  CHALARONNE;84.44444444444444
01094;CHAVANNES-SUR-REYSSOUZE;CHAVANNES SUR REYSSOUZE;91.30434782608697
01095;NIVIGNE ET SURAN;CHAVANNES-SUR-SURAN;45.714285714285715
01095;NIVIGNE ET SURAN;CHAVANNES SUR SURAN;57.14285714285714
01095;NIVIGNE ET SURAN;CHAVANNES SUR-SURAN;51.42857142857142
01095;CHAVANNES-SUR-SURAN;CHAVANNES SUR SURAN;89.47368421052632
01095;CHAVANNES-SUR-SURAN;CHAVANNES SUR-SURAN;94.73684210526316
01095;CHAVANNES SUR SURAN;CHAVANNES SUR-SURAN;94.73684210526316
01098;CHAZEY-BONS;CHAZEY BONS;90.9090909090909
01099;CHAZEY-SUR-AIN;CHAZEY SUR AIN;85.71428571428572
01100;CHEIGNIEU-LA-BALME;CHEIGNIEU LA BALME;88.88888888888889
01104;CHEZERY-FORENS;CHEZERY;66.66666666666667
01104;CHEZERY-FORENS;CHEZERY FORENS;92.85714285714286
01104;CHEZERY-FORENS;CHEZERY.FORENS;92.85714285714286
01104;CHEZERY-FORENS;FORENS;60.0
01104;CHEZERY;CHEZERY FORENS;66.66666666666667
01104;CHEZERY;CHEZERY.FORENS;66.66666666666667
01104;CHEZERY;FORENS;15.384615384615385
01104;CHEZERY FORENS;CHEZERY.FORENS;92.85714285714286
01104;CHEZERY FORENS;FORENS;60.0
01104;CHEZERY.FORENS;FORENS;60.0
01109;COLLONGES;COLLONGES FORT L ECLUSE;56.25
01109;COLLONGES;COLLONGES-FORT-L'ECLUSE;56.25
01109;COLLONGES;COLLONGES FORT L'ECLUSE;56.25
01109;COLLONGES FORT L ECLUSE;COLLONGES-FORT-L'ECLUSE;86.95652173913044
01109;COLLONGES FORT L ECLUSE;COLLONGES FORT L'ECLUSE;95.65217391304348
01109;COLLONGES-FORT-L'ECLUSE;COLLONGES FORT L'ECLUSE;91.30434782608697
01122;CORMARANCHE-EN-BUGEY;CORMARANCHE EN BUGEY;90.0
01122;CORMARANCHE-EN-BUGEY;CORMARANCHE.EN BUGEY;90.0
01122;CORMARANCHE EN BUGEY;CORMARANCHE.EN BUGEY;95.0
01123;CORMORANCHE-SUR-SAONE;CORMORANCHE SUR SAONE;90.47619047619048
01125;CORVEISSIAT;SAINT-MAURICE-D'ECHAZEAUX;16.666666666666664
01125;CORVEISSIAT;ARNANS;23.529411764705888
01125;SAINT-MAURICE-D'ECHAZEAUX;ARNANS;19.354838709677423
01130;BRESSE VALLONS;CRAS-SUR-REYSSOUZE;31.25
01130;BRESSE VALLONS;CRAS SUR REYSSOUZE;31.25
01130;CRAS-SUR-REYSSOUZE;CRAS SUR REYSSOUZE;88.88888888888889
01132;CREPIEUX-LA-PAPE;CREPIEUX LA PAPE;87.5
01133;CRESSIN-ROCHEFORT;CRESSIN ROCHEFORT;94.11764705882352
01136;CRUZILLES-LES-MEPILLAT;CRUZILLES LES MEPILLAT;90.9090909090909
01138;CULOZ-BEON;CULOZ;66.66666666666667
01139;CURCIAT-DONGALON;CURCIAT DONGALON;93.75
01143;DIVONNE-LES-BAINS;DIVONNE LES BAINS;88.23529411764706
01143;DIVONNE-LES-BAINS;VESENEX-CRASSY;38.70967741935484
01143;DIVONNE LES BAINS;VESENEX-CRASSY;32.25806451612904
01145;DOMPIERRE-SUR-VEYLE;DOMPIERRE SUR VEYLE;89.47368421052632
01145;DOMPIERRE-SUR-VEYLE;DOMPIERRE;64.28571428571428
01145;DOMPIERRE SUR VEYLE;DOMPIERRE;64.28571428571428
01146;DOMPIERRE-SUR-CHALARONNE;DOMPIERRE SUR CHALARONNE;91.66666666666666
01160;FERNEY-VOLTAIRE;FERNEY VOLTAIRE;93.33333333333333
01165;FRANCHELEINS;AMAREINS FRANCHELEINS CESSEINS;57.14285714285714
01165;FRANCHELEINS;AMAREINS-FRANCHELEINS-CESSEINS;57.14285714285714
01165;FRANCHELEINS;CESSEINS;60.0
01165;FRANCHELEINS;AMAREINS;50.0
01165;AMAREINS FRANCHELEINS CESSEINS;AMAREINS-FRANCHELEINS-CESSEINS;93.33333333333333
01165;AMAREINS FRANCHELEINS CESSEINS;CESSEINS;42.10526315789473
01165;AMAREINS FRANCHELEINS CESSEINS;AMAREINS;42.10526315789473
01165;AMAREINS-FRANCHELEINS-CESSEINS;CESSEINS;42.10526315789473
01165;AMAREINS-FRANCHELEINS-CESSEINS;AMAREINS;42.10526315789473
01165;CESSEINS;AMAREINS;50.0
01170;BEARD-GEOVREISSIAT;GEOVREISSIAT;80.0
01170;BEARD-GEOVREISSIAT;GEOVRESSIAT;75.86206896551724
01170;GEOVREISSIAT;GEOVRESSIAT;95.65217391304348
01176;LE GRAND-ABERGEMENT;GRAND-ABERGEMENT(LE);82.05128205128204
01176;LE GRAND-ABERGEMENT;GRAND ABERGEMENT;85.71428571428572
01176;LE GRAND-ABERGEMENT;LE GRAND ABERGEMENT;94.73684210526316
01176;LE GRAND-ABERGEMENT;GRAND-ABERGEMENT;91.42857142857143
